RecipeID,recipies,RequiredTime,Ingredients,Description
305,Sabudana Shira,30,"100 gms sago (sabudana)
100 gms powdered almonds (badam)
2 tbsp ghee
100 gms sugar
250 ml milk
cardamom (elaichi) powder","Nuts can be added according to the persons taste even garnishing you can add cloves, nutmeg pista this is done very quickly and is filling especially when you are fasting"
306,Sabudana Thalipeeth,50,"1 cup sago (sabudana) , soaked in water for 30 minutes
2 tbsp coarsely crushed peanuts
1 cup boiled and mashed raw banana
black salt (sanchal) to taste
2 tsp chopped green chillies
1 tsp powdered sugar
1 tsp powdered cumin seeds (jeera)
2 tbsp grated coconut
2 tbsp arrowroot (paniphal) flour flour
oil for shallow frying",This thalipeeth can be used in dinner or breakfast.
307,"Sabudana Thalipeeth, Upvas Vrat Recipe",43,"1 cup sago (sabudana)
1 cup boiled and mashed potatoes
1/4 cup roasted and coarsely crushed peanuts
1 tbsp sugar
1 tbsp finely chopped green chillies
1/2 tbsp cumin seeds (jeera)
2 tbsp finely chopped coriander (dhania)
rock salt (sendha namak) to taste
2 1/2 tsp oil brush (for greasing)
5 tsp oil for cooking

For Serving
sweet curds (dahi)","Thalipeeth, a sumptuous, traditional Maharashtrian snack, is made in a faraal-friendly way in this recipe. We have used a dough of sabudana and mashed potatoes perked up with peanuts, green chillies and other flavour-givers.

When flattened and cooked on a tava, you get a crunchy, tasty and filling Sabudana Thalipeeth. Sure to keep you energised on a fasting day, this Sabudana Thalipeeth is also very tasty despite being sattvik in every way.

You can also try other faraal recipes like the Rajgira Paneer Paratha or Potato Khichdi ."
308,Sabudana Vada,5,"1 1/2 cups soaked sago (sabudana) , refer handy tip
1 1/4 cups boiled , peeled and mashed potatoes
1/2 cup roasted and coarsely crushed peanuts
2 tsp green chilli paste
1 tsp lemon juice
2 tsp sugar
1/4 cup finely chopped coriander (dhania)
1 tsp grated ginger (adrak)
salt to taste
oil for deep-frying

For Serving
fresh curd
green chutney","Sabudana vada, traditionally an ingredient used during fasts, sabudana is a favourite amongst Maharashtrian It lends itself to such lovely recipes, such as these vadas! The crunchy peanuts that punctuate every bite are something I look forward to in the vada! You can serve these vadas on fasting days like Janmashtami , Maha Shivratri or as Starters / Snacks for entertaining."
309,Sabudana Vada ( Faraal Recipe),4,"1/2 cup sago (sabudana)
1 cup boiled , peeled and mashed potatoes
1/3 cup roasted peanuts , coarsely crushed
1/2 tsp cumin seeds (jeera)
1 tsp grated ginger (adrak)
1 1/2 tsp finely chopped green chillies
2 tbsp finely chopped coriander (dhania)
1/2 tsp lemon juice , optional
sugar , optional
salt to taste
oil for deep-frying

For Serving
green chutney
1 cup fresh curds (dahi) , mixed with 3 tbsp powdered sugar","A very famous faraal food from the maharashtrian repertoire, this can either be relished as a quick snack or as a whole meal along with curds and chutney!"
310,Sabudana Vada in Appe Pan,1,"For The Sago Vada
500 gms sago (sabudana)
1 boiled and mashed potato
1 cup roasted and powdered peanuts
salt to taste
oil for greasing and cooking

To Be Ground To A Paste (without Using Water)
8 green chillies
1 tsp cumin seeds (jeera)",Sabudana wada is a highly addictive snack. Here is a healthy alternative to it which is equally tasty.
311,Sabudana Vada ( Mumbai Roadside Recipes ),5,"1 1/2 cups soaked sago (sabudana) , refer handy tip
1 1/4 cups boiled , peeled and mashed potatoes
1/2 cup roasted and coarsely crushed peanuts
2 tsp green chilli paste
1 tsp lemon juice
2 tsp sugar
1/4 cup finely chopped coriander (dhania)
1 tsp grated ginger (adrak)
salt to taste
oil for deep-frying

For Serving
fresh curd
green chutney","Sabudana vada, traditionally an ingredient used during fasts, sabudana is a favourite amongst maharashtrians. It lends itself to such lovely recipes, such as these vadas! the crunchy peanuts that punctuate every bite are something i look forward to in the vada!"
312,Sabudana Vadas,20,"1 cup sago (sabudana)
200 gms oil
2 potatoes
3 green chillies
coriander (dhania) leaves as required
salt to taste","The sabudana vada incorporates the benefits of sabudaana or sago pearls into a delectable crispy snack. The soaked sabu daana is mixed with boiled potatoes, onions, chillies and spices to prepare a mixture which is then deep fried as wadas. The sabudana wadas are spiced with jeera,salt, etc and deep fried to get a healthy and tasty sabudaana Wada. Serve with Curds and coconut chutney."
313,"Sabudana Vada Stuffed with Coconut Chutney, Vrat, Upvas",40,"1/2 cup sago (sabudana)
1 1/2 cups boiled and mashed potatoes
1 tbsp finely chopped green chillies
1/2 cup roasted and coarsely crushed peanuts
1/4 cup finely chopped coriander (dhania) , optional
2 tsp lemon juice
2 tsp sugar
1 tsp crushed cumin seeds (jeera)
rock salt (sendha namak) to taste
oil for deep-frying

To Be Blended Into A Thick Dry Coconut Chutney
1/2 cup grated coconut
2 tbsp chopped coriander (dhania) , optional
2 tbsp raw peanuts
1 tsp lemon juice
1 tsp sugar
1 tsp roughly chopped green chillies
rock salt (sendha namak) to taste
1 tbsp water

For Serving
peanut curd chutney","Sabudana Vada is one of the most traditional and all-time favourite fasting foods. Made with boiled potatoes, crushed peanuts and soaked sabudana, these vadas have a unique texture and pleasing flavour.

Here, we have given the traditional snack an innovative twist, by stuffing it with tasty coconut chutney. It is important to make the chutney nice and thick, so it can be easily stuffed into the sabudana vada mixture.

With the perky taste of coriander and green chillies, the Sabudana Vada Stuffed with Coconut Chutney is a very unique treat, which has an amazing flavour and texture too.

Serve it with Peanut Curd Chutney, another interesting faraali recipe."
314,Sabudana Wada By sandhyan,0,"Ingredients Quantities
1 1/2 cups sago (sabudana)
3 medium sized potatoes
1 cup roasted peanuts
3 green chillies
2 tbsp chopped coriander (dhania)
1 tbsp lemon juice
salt to taste
oil to fry","Sabudaana or sago pearls is a fiber dense cereal. Crispy sabudana wada incorporates the benefits of sabudana into a delectable crispy snack. The vadas are spiced with jeera,salt, etc and deep fried to get a healthy and tasty crispy sabudana vadas.Serve with Curds and coconut chutney"
315,Sabudana Wada By seema65,20,"2 cups soaked sago (sabudana)
2 boiled potatoes
1 cup roasted and powdered peanuts
4 to 5 green chillies, chopped
chopped coriander (dhania)
salt to taste
oil to fry","Sabudaana or sago pearls is a fiber dense cereal. Crispy sabudana wada is a great way of incorporating the benefits of sabudana into a delectable crispy snack. The wadas are spiced with jeera,salt, etc and deep fried to get a healthy and tasty crispy sabudana vadas.Serve with Curds and coconut chutney"
316,Sabudana Wada By singhr,1,"200 gms sago (sabudana) (soaked for 1/2 hour)
100 gms powdered peanuts
2 onions, finely chopped
1/2 bunch coriander (dhania), finely chopped
oil to fry
1/2 tbsp lemon juice
5 green chillies, chopped
salt to taste",If the mixture is mixed with little (one table spoon) corn flower then the shape of wada is more perfect.
317,Sabudana Wada By sudhaganesh,0,"1 1/2 cups sago (sabudana)
3 medium sized potatoes
1 cup roasted peanuts
3 green chillies
2 tsp coriander (dhania) leaves
1 tbsp lemon juice
salt to taste
oil to fry","Sabudaana or sago pearls is a fiber dense cereal. Crispy sabudana vada incorporates the benefits of sabudana into a delectable crispy snack.The vadas are spiced with jeera,salt, etc and deep fried to get a healthy and tasty crispy sabudana vadas.Serve with Curds and coconut chutney"
318,Sabudhana Kichidi,25,"1 cup dry sago (sabudana)
1 cup roasted peeled peanuts crushed or powdered.
3 to 4 green chillies, chopped
1 potato, finely chopped
2 tbsp chopped coriander (dhania)
1/2 tsp cumin seeds (jeera)
1/4 tsp sugar
1 1/2 tsp lemon juice
1 tbsp ghee or oil",Easy to make and very filling after a whole day of fasting. make and enjoy
319,Sada Dosa ( Mumbai Roadside Recipe),40,"For The Dosa Batter
1 cup raw short-grained rice (chawal) / par-boiled rice (ukda chawal)
1/3 cup urad dal (split black lentils)
5 to 7 fenugreek (methi) seeds
1 tbsp rice flakes(optional) , soaked and drained
salt to taste
1 tbsp besan (Bengal gram flour)

Other Ingredients
1/4 tsp oil for greasing
4 tsp oil for cooking

For Serving
coconut chutney
green garlic chutney
sambhar","Fzzzzzzzzzzzzzkkkk! your ear wakes up your gastronomic juices as soon as it hears the vendor sprinkling water on the hot tava before pouring the batter and spreading it into a thin, crisp dosa, which is then rolled up and served along with sambhar and other chutneys."
320,Sada Uttapa ( Mumbai Roadside Recipe),35,"3 cups dosa batter
6 tbsp butter
1 tsp garam masala (optional)
4 tsp finely chopped coriander (dhania)

For Serving
coconut chutney
green garlic chutney
sambhar","With little effort and the same batter as dosa, you can make a dish that seems quite different. The uttapam is thicker and heavier than the dosa and is cooked on both sides. Peculiarity of an uttapa is the small holes that form when spread on the hot tava making it appealing."
321,"Sama Pulao, For Vrat Or Upvas",40,"1 cup sanwa millet (sama)
1 tbsp ghee
1 tsp cumin seeds (jeera)
2 cloves (laung / lavang) (laung/lavang)
1 small stick cinnamon (dalchini)
1 cardamom (elaichi)
1 tsp finely chopped green chillies
1/2 cup potato cubes
rock salt ( sendha namak) to taste
2 tbsp finely chopped coriander (dhania) , optional
1/4 cup roasted and coarsely crushed peanuts","A wholesome pulao perfect for fasting days, the Sama Pulao combines the unique, earthy flavour of the sanwa millet with the aroma and flavour of whole spices and coriander.


Crushed peanuts give the pulao a fabulous texture and rich flavour, while potato makes it more sumptuous and filling. Enjoy the Sama Pulao hot and fresh with Rajgira ki Kadhi ."
322,Samo Khichdi,21,"For Samo Khichdi
1 cup sanwa millet (sama)
1 tbsp ghee
1/2 tsp cumin seeds (jeera)
1/4 cup roasted and coarsely crushed peanuts
1 tsp finely chopped ginger (adrak)
1 1/2 tsp finely chopped green chillies
rock salt (sendha namak) to taste

For Serving With Samo Khichdi
rajgira kadhi
curds","samo khichdi recipe | moraiya khichdi | bhagar khichdi | farali khichdi | sanwa khichdi | with 10 amazing images.

Samo khichdi, a faraali recipe that can be had during fasting days as well, is made by quickly saut�ing all the ingredients together and cooking them for less than 10 minutes! Made from sama (sanwa millets), peanuts, green chillies, ginger and ghee, this samo khichdi is as simple to make.

Samo has too many names and people known it different. Bengali �Shamula, Gujarati � Sama, Hindi � Shama, Marathi � Shamul, Tamil � Kudirai Valu, Telugu � Bonta Chamalu and other names � Barnyard Millet / Samvat ke Chawal.

Ginger and green chillies give this moraiya khichdi an element of spice, while peanuts contribute crunch, flavour and aroma to this delightful dish. Serve the sanwa khichdi immediately, as millet-based dishes sometimes get lumpy on cooling.

Maharashtrians tradionally have their samo khichdi (called bhagar khichdi ) along the farali peanut chutney, but you can also have it along rajgira kadhi and curd.

This is personally my favourite farali khichdi, you don�t have to wait for a fasting day to relish it, you can also have it as your breakfast or snack.

Learn to make samo khichdi recipe | moraiya khichdi | bhagar khichdi | farali khichdi | sanwa khichdi | with detailed step by step recipe photos and video below."
323,Samosa Pav ( Mumbai Roadside Recipes ),40,"For The Dough
1/3 cup plain flour (maida)
1/2 tsp melted ghee
a pinch of carom seeds (ajwain)
salt to taste

For The Stuffing
1 tbsp oil
1/2 tsp cumin seeds (jeera)
a pinch of asafoetida (hing)
2 tsp ginger-green chilli paste
5 to 6 medium sizedpotatoes , boiled , peeled and cut into cubes
2 tbsp hara vatana (dried green peas) , soaked and boiled
or boiled green peas
1/4 tsp whole coriander (dhania) seeds
1/4 tsp dried mango powder (amchur)
1 tsp garam masala
1 tbsp chopped coriander (dhania)
salt to taste

Other Ingredients
oil for deep-frying

For Serving
4 laddi pavs
meetha chutney
teekha chutney
sukha garlic (lehsun) ka chutney
8 to 10 fried green chillies","Samosa pav, an equally popular brother of the famous vada pav! deep-fried samosas with a spicy potato and peas filling are sandwiched between laddi pav flavoured with chutneys. It has now become savvy to grill the samosa pav a little and serve it hot. The crisp outer crust of the samosa entices the diner to have one more, and perhaps even one more!"
324,Sandwich Masala ( Mumbai Roadside Recipes ),8,"For Sandwich Masala
2 tbsp cumin seeds (jeera)
2 tsp cloves (laung / lavang)
2 tsp cinnamon (dalchini)
1 tbsp black peppercorns (kalimirch)
4 tsp fennel seeds (saunf)
1 star anise (chakri phool)
4 tsp black salt (sanchal)
2 tsp rock salt (sendha namak)
4 tsp dried mango powder (amchur)","sandwich masala recipe | Indian sandwich masala | street style sandwich masala | with 14 amazing images.

sandwich masala is a spice mix made with different Indian spices which is then used to perk up the flavour of the very famous dish that is sandwich, it adds in a unique flavour to the sandwich! Sandwiches are universally loved by everyone and are super quick to make, add this to your sandwich and make it even tastier.

Our desi sandwiches � like Vegetable Sandwich, Vegetable Grill Sandwich, Masala Toast � is scrumptious and chatpata due to the presence of Mumbai style sandwich masalas. Fit to have steaming hot on a rainy day, or wrapped up for gobbling on-the-move, it is a handy delight, which everybody loves.

What makes this snack so special is the Indian sandwich masala, which we show you how to make in this recipe. When making this sandwich masala, you must take care to grind the powder a second time after adding rock salt and sanchal, because these are usually lumpy and unless you grind it again you will not get a fine powder. It is also important to add a generous amount of salts and amchur as shown here in order to get the intense flavour.

Though sandwich masala is readily available in markets making it at home is much better than the store bought ones as we have not added any preservatives and coloring agents.

Learn to make sandwich masala recipe |Indian sandwich masala | street style sandwich masala | with detailed step by step recipe photos and video below."
325,"Sanwa Dosa Recipe, Crispy Varai Dosa",1,"1 cup sanwa millet (sama)
1/2 cup roughly chopped boiled potatoes
1 tsp cumin seeds (jeera)
2 tbsp finely chopped coriander (dhania)
1 tsp finely chopped green chillies
rock salt (sendha namak) to taste
12 tsp oil for cooking

For Serving
peanut curd chutney","Sanwa Dosa is a crispy, flavour-packed dosa just like the Rava Dosa, one of South India�s most famous snacks. Once cooked, it is difficult to differentiate between Sanwa Dosa and Rava Dosa!

This is good because you get the same taste with a better grain, and also it can be had on fasting days. An innovative batter of sanwa millet and boiled potatoes, perked up with cumin seeds, green chillies, etc., is used to make this yummy dosa.

While cooking the Sanwa Dosa, make sure you cook it on a medium-low flame till it is crisp. Do not remove it while soft or increase the flame to high, because that will ruin the texture of the dosa.

You can also try other dosas like Nachni Dosa and Quinoa Dosa ."
326,"Schezuan Chopsuey Dosa, Mumbai Roadside Schezwan Dosa Recipe",35,"For The Schezuan Chopsuey
1/4 cup schezwan sauce
1 cup boiled noodles
2 tbsp butter
1 cup chopped onions
1 cup shredded cabbage
3/4 cup carrot juliennes
3/4 cup capsicum juliennes
2 tbsp tomato ketchup
1 tbsp red chilli sauce
salt to taste
1/4 cup finely chopped spring onion greens

Other Ingredients For Schezwan Chopsuey Dosa
2 cups readymade dosa batter
melted butter for cooking

For Serving With Schezwan Chopsuey Dosa
coconut chutney
sambhar","Schezwan chopsuey dosa | noodle dosa | spring dosa | Street-style Schezwan noodle dosa | with amazing 20 images

Mumbai is a melting point of cultures, and this Schezwan chopsuey dosa is a perfect example of that vibrancy! Schezwan chopsuey dosa falls under the category of Indo-Chinese recipes, a very popular Mumbai Street Food and also has made to the menu of many Indian restaurant.

Indian dosa and Chinese noodles together is a bliss in Schezwan chopsuey dosa!! Dosa and noodles are two dishes which are universally loved by everyone. Vegetables add a nice crunch to the Street-style Schezwan noodle dosa and the sauces used for making the noodles are taste enhancers!

I usually make this noodle dosa recipe at home when longing for something different then the everyday menu! You can have it along chutney sambhar or even schezwan sauce. If you have left over noodles, this is a perfect recipe to go to! Some people also refer to it as spring dosa!

Take the typical potato stuffing out of the Masala Dosa and replace it with a tongue-tickling Schezuan Chopsuey, and there you have a unique Schezwan chopsuey dosa snack that is both filling and tasty. With noodles and colourful veggies, this dosa's stuffing is quite sumptuous too!

Learn to make Schezwan chopsuey dosa | noodle dosa | spring dosa | Street-style Schezwan noodle dosa | with detailed step by step recipe photos and video below."
327,"Semiya Payasam, Vermicelli Kheer",23,"For Semiya Payasam
1/2 cup vermicelli (sevaiyan)
3 cups full-fat milk
1/2 cup sugar
2 tbsp ghee
2 tbsp broken cashewnuts (kaju)
1 tbsp raisins (kismis)
1/4 tsp cardamom (elaichi) powder","Roasted vermicelli, cooked in a pot of sweetened milk, laced with cardamom and garnished with dry fruits is a delightful addition to any menu, especially a traditional South Indian meal.

It is funny to hear some elders still referring to the Semiya Payasam as �Maapillai Payasam� (meaning son-in-law kheer)! With its milky flavour and rich garnishes, the Vermicelli Kheer was considered a perfect dish to serve to a visiting son-in-law, who used to traditionally be treated like a King!

Although relationships have now become more casual and friendly, the Vermicelli Kheer remains a royal treat for the palate, and ideal to commemorate any special Occasion.

Also do try other kheer recipes like Seb ki Kheer , Rice Kheer , Apple and Walnut Kheer , Bulgur Wheat Kheer and Makhane ki Kheer .

Enjoy how to make Semiya Payasam recipe with detailed step by step photos below."
328,Sev Puri ( Chaat Recipe ),30,"For Sev Puri
24 papdis
1/2 cup boiled potato cubes
1/2 cup finely chopped onions
chaat masala for sprinkling
24 tsp khajur imli ki chutney
12 tsp green chutney
12 tsp fresh garlic chutney
2 tsp lemon juice
3/4 cup nylon sev

For The Garnish
4 tbsp finely chopped coriander (dhania)
2 tbsp chopped raw mangoes","sev puri | sev poori chaat recipe | indain sev puri chaat | mumbai sev puri recipe | with 11 images.

sev puri, as the name indicates is sev topped on puris or papdis, along with potatoes and chutneys. Tangy, crisp and tongue tickling are some words that come to my mind when we think of mumbai sev puri recipe.

When you think of popular Mumbai street food, then sev poori chaat recipe is on top of the list. Every bhelwala has his own recipe of sev puri.

I grew up having sev puri on the streets of Mumbai. However, we prefer to make our sev puri at home as it is a lot more hygienic. In addition, we always have our jar snack of baked puri ready on hand with our chutneys in the freezer. So making sev poori chaat at home is quite a quick job.

We will be using an assortment of chutneys to make indain sev puri chaat. You can refer these chutney recipe with detailed step by steps for Khajur Imli ki Chutney , Green Chutney,Fresh Garlic Chutney and make them time ahead and store in the refrigerator.

The base of sev poori is made of papdi, which are small crispy flat puris which are deep fried. For those who prefer a healthier sev puri , switch to our baked puri recipe.

The very thought of homemade sev poori makes my mouth water as I reach out to make this delicious chaat!

Enjoy our sev puri | sev poori chaat recipe | indain sev puri chaat | mumbai sev puri recipe with detailed step by step photos."
329,Sev Puri ( Mumbai Roadside Recipes ),15,"For Sev Puri
24 papdis
1 cup boiled , peeled and chopped potatoes
3/4 cup finely chopped onions
1/4 cup geela lehsun ka chutney
1/2 cup teekha pudina chutney
3/4 cup meetha chutney
4 tsp chaat masala powder
2 tsp lemon juice
1 cup nylon sev
1/2 cup finely chopped tomatoes
4 tsp finely chopped raw mangoes

For The Garnish
4 tbsp chopped coriander (dhania)
4 tsp fried masala chana dal","street style sev puri | Mumbai roadside sev puri | homemade sev poori chaat recipe | with amazing 25 images.

street style sev puri, as the name indicates is sev topped on puris or papdis, along with potatoes and chutneys. Tangy, crisp and tongue tickling are some words that come to my mind when we think of Mumbai roadside sev puri recipe.

Tangy, crisp and tongue-tickling are the first words that come to mind when one thinks of this chat-pata Mumbai roadside sev puri snack. An arrangement of puris or papdis loaded with potatoes and chutneys, garnished with crispy sev and peppy coriander, Sev Puri is a snack worth many accolades!

Visiting Mumbai, one cannot miss the Mumbai roadside sev puri available with almost every roadside hawker. From Juhu Beach to Chowpatty beach to roads leading to railway stations, you will see street vendors on carts selling Mumbai roadside sev puri.

A steady stream of praise usually follows every mouthful, so full of crisp papdi, fresh chutneys and crunchy veggies like onions and raw mangoes. But some just lose themselves in the myriad flavours and textures, and stay silent till they finish the whole plateful! Feel free to have it your way.

When you think of Mumbai Street Foods, then sev poori chaat recipe is on top of the list. Every bhelwala has his own recipe of street style sev puri. Making sev puri is really very easy, I remember making my first plate of sev puri when I was in grade 7, it got easier as my mother had the chutneys on hand in the freezer. To make street style sev puri, Arrange 6 papdis on a plate and place � tbsp of potatoes and 2 tsp of onions over each papdi. If you are a jain, you can top it with boiled banana or sprouted and boiled moong and chana. Top each papdi with � tsp of geela lehsun ka chutney, � tsp teekha chutney and � tbsp of meetha chutney. The chutney�s can be adjusted according to your liking. Sprinkle 1 tsp of chaat masala and squeeze some lemon juice evenly over the papdis. Sprinkle �th of the sev, 2 tbsp of tomatoes and 1 tsp of raw mangoes evenly over the papdis and serve immediately garnished with 1 tbsp of coriander and 1 tsp of masala dal.

I grew up having sev puri on the streets of Mumbai. However, we prefer to make our street style sev puri at home as it is a lot more hygienic. In addition, we always have our jar snack of baked puri ready on hand with our chutneys in the freezer. So making sev poori chaat at home is quite a quick job.

We will be using an assortment of chutney to make Indain sev puri chaat. You can refer these chutney recipe with detailed step by steps for Khajur Imli ki Chutney, Green Chutney, Fresh Garlic Chutney and make them time ahead and store in the refrigerator.

The base of sev poori is made of papdi, which are small crispy flat puris which are deep fried. For those who prefer a healthier sev puri , switch to our baked puri recipe.

The very thought of homemade sev poori makes my mouth water as I reach out to make this delicious chaat!

Enjoy our street style sev puri | Mumbai roadside sev puri | homemade sev poori chaat recipe with detailed step by step photos."
330,Shahi Bread Kachori,10,"10 to 12 bread slices
200 gms grated mava (khoya)
2 tbsp powdered sugar
1 tsp cardamom powder
1 tbsp dessicated coconut
10-15 chopped almonds (badam)
10 to 15 raisins (kismis)
2 tsp ghee
ghee for frying
2 tbsp semolina (rava)",This is a sweet dish...a new expariment in my kitchen.
331,"Shahi Puran Poli, Indian Sweet Roti",20,"For The Dough
1 cup whole wheat flour (gehun ka atta)
1/2 tsp oil

For The Filling
2 tsp ghee
1/4 cup semolina (rava / sooji)
1/2 cup mawa (khoya)
2 tbsp sugar
1/4 tsp cardamom (elaichi) powder

Other Ingredients
whole wheat flour (gehun ka atta) for rolling
4 tsp ghee for cooking","While the normal puran poli is made with a stuffing of sweetened coconut, the Shahi Puran Poli is a much grander version, made with sweetened and spice-tinged mawa inside.

The polis made of whole wheat flour become very soft when cooked with a stuffing of mawa, which lends its rich milky taste and succulent texture to the poli. Some amount of semolina is used in the stuffing to give volume and firmness to it.

You will thoroughly enjoy the rich, traditional taste of this Indian mithai, which is ideal to serve on any special occasion ."
332,"Shakarkand Ka Halwa, Faraal Sweet Potato Halwa Recipe",22,"For Shakarkand ka Halwa
2 cups boiled , peeled and mashed sweet potatoes
a few saffron (kesar) strands
1 tbsp warm milk
1 tsp ghee
3/4 cup milk
1/2 cup sugar
1/4 tsp cardamom (elaichi) powder
2 tbsp chopped mixed nuts","shakarkandi ka halwa recipe | faral sweet potato halwa | navratri vrat ka halwa | upvas ka halwa | with step by step images.

shakarkandi ka halwa is a way to satisfy your sweet cravings during fasting days. Learn how to make navratri vrat ka halwa.

An irresistibly sweet dish made from a sweet ingredient! Try this unique faral sweet potato halwa made using sweet potatoes, flavoured with cardamom powder and saffron, and enriched with nuts to keep your energy levels high.

This upvas ka halwa is a pleasurable experience for all those who enjoy warm gooey desserts. This desi mithai is a tad above all the mithais. The use of saffron and cardamom are its flavour enahncers, while the mixed nuts like almonds and pistachios added a shahi touch further.

This navratri vrat ka halwa is sure to lift up your spirits of the festival while warming up your soul and giving you a feeling of satiety.

To make shakarkandi ka halwa, combine the saffron and warm milk in a small bowl, mix well and keep aside. Heat the ghee in a deep non-stick pan, add the sweet potatoes and saut� on a medium flame for 2 to 3 minutes. Add the milk, � cup of water, sugar and cardamom powder and mix well. Cook on a slow flam for 2 to 3 minutes or till the mixture has little liquid remaining and not completely dry, while stirring continuously. Switch off the flame, add the saffron-milk mixture and mixed nuts and mix well. Serve immediately.

Tips for shakarkandi ka halwa. 1. Make sure you saut� the sweet potatoes for the recommended time, so that the raw smell goes off, and you get a rich aroma. 2. Cook the sweet potato mixture on a slow flame only and keep stirring it continuously so it doesn�t burn and stick to the sides of the pan. 3. When you switch off the flame, the halwa should be of a soft, semi-solid consistency and not completely dry.

Check out extensive collection of Faaral recipes.

Enjoy shakarkandi ka halwa recipe | faral sweet potato halwa | navratri vrat ka halwa | upvas ka halwa | with step by step photos and video below."
333,Shankar Poli,0,"1/2 kg plain flour (maida)
salt to taste
1 tbsp chilli powder
2 pinches asafoetida (hing)
water - for mixing
oil - for deep frying","1. the dough should be of the chapathis consistency.

2. diamond shapes can be made like this.
first cut the chappathis vertically into 1/2 inch strip and then keep the strip horizontally and cut them into small pieces. this will look like a diamond shape."
334,"Shengdane Ani Vatane Chi Bhaji, Maharashtrian Peanut Green Pea Subzi",24,"1 1/2 cups coarsely crushed raw peanuts
1 cup boiled green peas

To Be Ground Into A Smooth Paste (using 1/4 Cup Water)
1/4 cup freshly grated coconut
3 cloves (laung / lavang)
25 mm (1"") stick cinnamon (dalchini)
1 tbsp roughly chopped green chillies

Other Ingredients
2 tbsp ghee
2 tsp cumin seeds (jeera)
2 whole dry kashmiri red chillies , broken into pieces
a pinch of sugar
salt to taste

For The Garnish
1 tbsp chopped coriander (dhania)","A rare combo, peanuts and green peas come together in this tongue-tickling subzi that is sure to steal your heart. The crushed peanuts and boiled green peas are flavoured with a traditional tempering and a paste of coconut and spices, which imparts not only a rich flavour but also a luscious texture to the Shengdane ani Vatane chi Bhaji.


This Maharashtrian Peanut Green Pea Subzi is garnished liberally with coriander to further ramp up the flavour. Enjoy it hot and fresh with rotis or puris ."
335,Shepu Chi Bhaji,53,"2 cups chopped dill leaves (shepu / suva bhaji)
2 tbsp oil
1/2 tsp mustard seeds ( rai / sarson)
1/4 tsp asafoetida (hing)
1/4 tsp turmeric powder (haldi)
1/4 cup chana dal (split bengal gram) , soaked in hot for 30 minutes and drained
2 tbsp chopped garlic (lehsun)
1 tbsp chopped green chillies
1/2 cup finely chopped onions
salt to taste

For The Garnish
1 tbsp desiccated coconut","A tantalisingly flavourful bhaji prepared with aromatic dill leaves, the Shepu chi Bhaji is an all-time favourite Maharashtrian accompaniment. You are sure to enjoy the herby flavour of dill, which is enhanced further by the addition of onions, and balanced well by soaked chana dal.

A traditional tempering boosts the aroma and flavour of this herby subzi manifold making it a sure-shot hit with the whole family. Garnish generously with coconut and serve it fresh, as it could become watery if left to stand for a long time."
336,"Shingdane Chi Amti, Microwave Shengdanyachi Amti",20,"For The Paste
1 cup peanuts
1 1/2 tbsp freshly grated coconut
2 green chillies
1 clove (laung / lavang)
25 mm (1�) stick of cinnamon (dalchini)

Other Ingredients
2 tbsp ghee
1 tsp cumin seeds (jeera)
1 whole dry kashmiri red chilli , broken into pieces
a pinch of asafoetida (hing)
1 tsp cumin seeds (jeera) powder
a pinch of sugar
salt to taste

For The Garnish
2 tbsp chopped coriander (dhania)","The peanut-based paste is the core character of the authentic marathi shingdane chi amti. Do not store the paste for too many days, as the taste will be ruined.


Serve with Dodkyacha Bhaat or Masala Bhaat ."
337,Shrikhand,3,"1 kg thick curd (dahi)
3/4 cup powdered sugar
a few strands of saffron (kesar) strands
1 tbsp warm milk
2 tsp cardamom (elaichi) powder
almond (badam) slivers and pistachio slivers for garnishing",Shrikhand presents a popular Gujarati dessert recipe with hung curd. The hung curd is sweetened with sugar and then flavoured with mango puree or chopped nuts and elaichi. A perfect party special recipe of Shrikhand to be traditionally enjoyed with puris.
